"region_id","region","region_alias","province_id","province","city_id","city","barangay_id","barangay","population"
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",32,"San Roque II (Pob.)",392
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",33,"San Simon I (Pob.)",626
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",34,"San Simon II (Pob.)",384
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",35,"San Vicente (Pob.)",621
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",36,"Sangil",985
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",37,"Santa Filomena I (Pob.)",306
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",38,"Santa Filomena II (Pob.)",326
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",39,"Santa Rita (Pob.)",1099
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",40,"Santo Cristo I (Pob.)",436
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",41,"Santo Cristo II (Pob.)",458
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",42,"Tambidao",762
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",43,"Teppang",707
1,"Ilocos Region","Region I",1,"Ilocos Norte",2,"Bacarra",44,"Tubburan",823
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",45,"Alay-Nangbabaan (Alay 15-B)",1049
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",46,"Alogoog",920
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",47,"Ar-arusip",872
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",48,"Aring",1328
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",49,"Balbaldez",328
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",50,"Bato",975
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",51,"Camanga",1087
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",52,"Canaan (Pob.)",570
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",53,"Caraitan",1273
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",54,"Gabut Norte",1398
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",55,"Gabut Sur",997
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",56,"Garreta (Pob.)",1343
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",57,"Labut",759
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",58,"Lacuben",1327
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",59,"Lubigan",1186
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",60,"Mabusag Norte",1155
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",61,"Mabusag Sur",1165
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",62,"Madupayas",848
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",63,"Morong",785
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",64,"Nagrebcan",490
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",65,"Napu",1495
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",66,"La Virgen Milagrosa (Paguetpet)",1037
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",67,"Pagsanahan Norte",1076
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",68,"Pagsanahan Sur",1146
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",69,"Paltit",1528
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",70,"Parang",392
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",71,"Pasuc",502
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",72,"Santa Cruz Norte",1048
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",73,"Santa Cruz Sur",685
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",74,"Saud",1166
1,"Ilocos Region","Region I",1,"Ilocos Norte",3,"Badoc",75,"Turod",778
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",76,"Abaca",1711
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",77,"Bacsil",685
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",78,"Banban",723
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",79,"Baruyen",1433
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",80,"Dadaor",403
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",81,"Lanao",1932
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",82,"Malasin",941
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",83,"Manayon",1029
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",84,"Masikil",641
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",85,"Nagbalagan",720
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",86,"Payac",817
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",87,"San Lorenzo (Pob.)",2000
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",88,"Taguiporo",586
1,"Ilocos Region","Region I",1,"Ilocos Norte",4,"Bangui",89,"Utol",606
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",90,"Aglipay (Pob.)",1253
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",91,"Baay",3141
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",92,"Baligat",1850
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",93,"Bungon",1400
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",94,"Baoa East",1442
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",95,"Baoa West",1186
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",96,"Barani (Pob.)",1184
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",97,"Ben-agan (Pob.)",641
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",98,"Bil-loca",2743
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",99,"Biningan",439
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",100,"Callaguip (Pob.)",826
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",101,"Camandingan",1451
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",102,"Camguidan",508
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",103,"Cangrunaan (Pob.)",955
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",104,"Capacuan",689
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",105,"Caunayan (Pob.)",1162
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",106,"Valdez Pob. (Caoayan)",863
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",107,"Colo",1297
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",108,"Pimentel (Cubol)",1165
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",109,"Dariwdiw",1863
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",110,"Acosta Pob. (Iloilo)",1159
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",111,"Ablan Pob. (Labucao)",746
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",112,"Lacub (Pob.)",478
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",113,"Mabaleng",1101
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",114,"Magnuang",1774
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",115,"Maipalig",559
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",116,"Nagbacalan",1093
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",117,"Naguirangan",1183
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",118,"Ricarte Pob. (Nalasin)",793
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",119,"Palongpong",1672
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",120,"Palpalicong (Pob.)",732
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",121,"Parangopong",1282
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",122,"Payao",1365
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",123,"Quiling Norte",1188
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",124,"Quiling Sur",2313
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",125,"Quiom",898
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",126,"Rayuray",955
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",127,"San Julian (Pob.)",547
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",128,"San Mateo",1089
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",129,"San Pedro",921
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",130,"Suabit (Pob.)",1174
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",131,"Sumader",1201
1,"Ilocos Region","Region I",1,"Ilocos Norte",5,"City of Batac",132,"Tabug",3261
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",133,"Ablan Sarat",1497
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",134,"Agaga",542
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",135,"Bayog",681
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",136,"Bobon",1317
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",137,"Buduan (Malituek)",745
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",138,"Nagsurot",803
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",139,"Paayas",699
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",140,"Pagali",699
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",141,"Poblacion",1507
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",142,"Saoit",646
1,"Ilocos Region","Region I",1,"Ilocos Norte",6,"Burgos",143,"Tanap",551
1,"Ilocos Region","Region I",1,"Ilocos Norte",7,"Carasi",144,"Angset",160
1,"Ilocos Region","Region I",1,"Ilocos Norte",7,"Carasi",145,"Barbaqueso (Pob.)",732
1,"Ilocos Region","Region I",1,"Ilocos Norte",7,"Carasi",146,"Virbira",581
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",147,"Anggapang Norte",286
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",148,"Anggapang Sur",148
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",149,"Bimmanga",404
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",150,"Cabuusan",335
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",151,"Comcomloong",144
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",152,"Gaang",1211
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",153,"Lang-ayan-Baramban",547
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",154,"Lioes",516
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",155,"Maglaoi Centro",230
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",156,"Maglaoi Norte",633
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",157,"Maglaoi Sur",496
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",158,"Paguludan-Salindeg",318
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",159,"Pangil",632
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",160,"Pias Norte",853
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",161,"Pias Sur",714
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",162,"Poblacion I",848
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",163,"Poblacion II",565
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",164,"Salugan",448
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",165,"San Simeon",283
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",166,"Santa Cruz",305
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",167,"Tapao-Tigue",689
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",168,"Torre",459
1,"Ilocos Region","Region I",1,"Ilocos Norte",8,"Currimao",169,"Victoria",906
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",170,"Albano (Pob.)",771
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",171,"Bacsil",793
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",172,"Bagut",1051
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",173,"Parado (Bangay)",1446
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",174,"Baresbes",1907
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",175,"Barong",2257
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",176,"Bungcag",543
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",177,"Cali",1270
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",178,"Capasan",672
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",179,"Dancel (Pob.)",572
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",180,"Foz",845
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",181,"Guerrero (Pob.)",1360
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",182,"Lanas",963
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",183,"Lumbad",949
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",184,"Madamba (Pob.)",1957
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",185,"Mandaloque",649
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",186,"Medina",1207
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",187,"Ver (Naglayaan)",1141
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",188,"San Marcelino (Padong)",3504
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",189,"Puruganan (Pob.)",828
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",190,"Peralta (Pob.)",1307
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",191,"Root (Baldias)",780
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",192,"Sagpatan",780
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",193,"Saludares",1336
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",194,"San Esteban",782
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",195,"Espiritu",935
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",196,"Sulquiano (Sidiran)",1389
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",197,"San Francisco (Surrate)",2001
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",198,"Suyo",1361
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",199,"San Marcos",672
1,"Ilocos Region","Region I",1,"Ilocos Norte",9,"Dingras",200,"Elizabeth",993
1,"Ilocos Region","Region I",1,"Ilocos Norte",10,"Dumalneg",201,"Dumalneg",1814
1,"Ilocos Region","Region I",1,"Ilocos Norte",10,"Dumalneg",202,"San Isidro",798
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",203,"Balioeg",862
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",204,"Bangsar",949
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",205,"Barbarangay",768
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",206,"Bomitog",1144
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",207,"Bugasi",954
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",208,"Caestebanan",1037
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",209,"Caribquib",987
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",210,"Catagtaguen",1193
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",211,"Crispina",917
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",212,"Hilario (Pob.)",959
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",213,"Imelda",594
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",214,"Lorenzo (Pob.)",838
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",215,"Macayepyep",1206
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",216,"Marcos (Pob.)",959
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",217,"Nagpatayan",898
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",218,"Valdez",957
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",219,"Sinamar",1105
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",220,"Tabtabagan",1135
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",221,"Valenciano (Pob.)",769
1,"Ilocos Region","Region I",1,"Ilocos Norte",11,"Banna",222,"Binacag",820
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",223,"Bgy. No. 42, Apaya",892
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",224,"Bgy. No. 36, Araniw",810
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",225,"Bgy. No. 56-A, Bacsil North",905
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",226,"Bgy. No. 56-B, Bacsil South",1251
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",227,"Bgy. No. 41, Balacad",1387
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",228,"Bgy. No. 40, Balatong",2638
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",229,"Bgy. No. 55-A, Barit-Pandan",2117
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",230,"Bgy. No. 47, Bengcag",1817
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",231,"Bgy. No. 50, Buttong",2734
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",232,"Bgy. No. 60-A, Caaoacan",1329
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",233,"Bry. No. 48-A, Cabungaan North",1719
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",234,"Bgy. No. 48-B, Cabungaan South",1226
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",235,"Bgy. No. 37, Calayab",1889
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",236,"Bgy. No. 54-B, Camangaan",920
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",237,"Bgy. No. 58, Casili",862
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",238,"Bgy. No. 61, Cataban",729
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",239,"Bgy. No. 43, Cavit",1051
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",240,"Bgy. No. 49-A, Darayday",741
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",241,"Bgy. No. 59-B, Dibua North",756
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",242,"Bgy. No. 59-A, Dibua South",1011
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",243,"Bgy. No. 34-B, Gabu Norte East",1177
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",244,"Bgy. No. 34-A, Gabu Norte West",773
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",245,"Bgy. No. 35, Gabu Sur",1692
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",246,"Bgy. No. 32-C La Paz East",1521
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",247,"Bgy. No. 33-B, La Paz Proper",1030
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",248,"Bgy. No. 32-B, La Paz West",1031
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",249,"Bgy. No. 54-A, Lagui-Sail",2199
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",250,"Bgy. No. 32-A, La Paz East",1321
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",251,"Bgy. No. 33-A, La Paz Proper",841
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",252,"Bgy. No. 52-B, Lataag",848
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",253,"Bgy. No. 60-B, Madiladig",1489
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",254,"Bgy. No. 38-A, Mangato East",917
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",255,"Bgy. No. 38-B, Mangato West",1091
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",256,"Bgy. No. 62-A, Navotas North",808
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",257,"Bgy. No. 62-B, Navotas South",936
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",258,"Bgy. No. 46, Nalbo",2224
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",259,"Bgy. No. 51-A, Nangalisan East",1509
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",260,"Bgy. No. 51-B, Nangalisan West",706
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",261,"Bgy. No. 24, Nstra. Sra. De Consolacion (Pob.)",979
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",262,"Bgy. No. 7-A, Nstra. Sra. De Natividad (Pob.)",1085
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",263,"Bgy. No. 7-B, Nstra. Sra. De Natividad (Pob.)",961
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",264,"Bgy. No. 27, Nstra. Sra. De Soledad (Pob.)",1478
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",265,"Bgy. No. 13, Nstra. Sra. De Visitacion (Pob.)",1193
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",266,"Bgy. No. 3, Nstra. Sra. Del Rosario (Pob.)",1191
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",267,"Bgy. No. 57, Pila",1761
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",268,"Bgy. No. 49-B, Raraburan",1512
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",269,"Bgy. No. 53, Rioeng",1459
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",270,"Bgy. No. 55-B, Salet-Bulangon",2329
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",271,"Bgy. No. 6, San Agustin (Pob.)",1451
1,"Ilocos Region","Region I",1,"Ilocos Norte",12,"Laoag City",272,"Bgy. No. 22, San Andres (Pob.)",1170
